,id,budget,popularity,revenue,title,vote_average,vote_count,director_id,year,month,day
1889,45486,25000000,10,21567853,He Got Game,6.7,134,5195,1998,May,Friday
1891,45488,25000000,19,114977104,Dear John,6.6,1262,5405,2010,Feb,Thursday
1895,45492,25000000,15,17000000,Punch-Drunk Love,6.9,530,5363,2002,Oct,Friday
1905,45502,25000000,7,19829957,My Soul to Take,5.2,147,5307,2010,Oct,Friday
1909,45506,25000000,32,42972994,Legend,6.7,973,5196,2015,Sep,Wednesday
1911,45508,28000000,8,10126458,Shark Night,4.9,132,5262,2011,Sep,Friday
1913,45510,25000000,14,28831145,Draft Day,6.5,304,5005,2014,Apr,Friday
1915,45512,25000000,9,15478800,The Conspirator,6.2,137,5111,2010,Sep,Friday
1916,45513,25000000,8,13411957,Lords of Dogtown,7.0,210,5293,2005,Jun,Friday
1918,45515,25000000,29,11000000,Big Trouble in Little China,7.1,705,5227,1986,May,Friday
1920,45517,25000000,51,23057115,Warrior,7.7,1272,5489,2011,Sep,Friday
1921,45518,28000000,8,16900000,Michael Collins,6.7,97,5193,1996,Oct,Friday
1928,45525,25000000,7,10324441,Straw Dogs,5.5,144,5140,2011,Sep,Friday
1929,45526,25000000,5,11772461,The Hoax,6.4,60,5405,2006,Oct,Saturday
1935,45532,25000000,8,0,The World's Fastest Indian,7.3,166,4904,2005,Oct,Wednesday
1939,45536,25000000,7,2405420,BloodRayne,3.5,118,5148,2005,Oct,Saturday
1940,45537,25000000,20,27603069,Carnage,7.0,738,5096,2011,Sep,Friday
1941,45538,25000000,4,0,Where the Truth Lies,5.9,66,5599,2005,Oct,Friday
1942,45539,0,5,34153101,Cirque du Soleil: Worlds Away,6.1,58,4774,2012,Nov,Friday
1944,45541,25000000,3,2336172,Me and Orson Welles,6.6,49,5535,2009,Nov,Wednesday
1949,45546,0,5,0,Love Ranch,6.0,21,5093,2010,Jun,Wednesday
1952,45549,25000000,35,71009334,The Counselor,5.0,712,4779,2013,Oct,Friday
1957,45554,14000000,14,34670720,Dangerous Liaisons,7.0,257,5249,1988,Dec,Friday
1961,45558,24000000,35,172363301,Scream 2,6.1,840,5307,1997,Dec,Tuesday
1962,45559,25000000,15,1397284,Jane Got a Gun,5.4,285,5489,2016,Jan,Friday
1963,45560,24000000,15,70181428,Think Like a Man Too,6.4,225,4894,2014,Jun,Friday
1966,45563,24000000,24,87055349,Old School,6.6,541,4993,2003,Feb,Friday
1967,45564,24000000,16,41895491,The Fisher King,7.2,341,5014,1991,Sep,Monday
1970,45567,24000000,27,42105111,Zack and Miri Make a Porno,6.1,721,5369,2008,Sep,Thursday
1974,45571,40000000,10,0,"Girl, Interrupted",7.6,721,4900,1999,Dec,Tuesday
1975,45572,17000000,7,16980098,Win a Date with Tad Hamilton!,5.5,160,5035,2004,Jan,Friday
1976,45573,24000000,6,16290976,Muppets from Space,5.8,92,5105,1999,Jul,Wednesday
1977,45574,24000000,2,21049053,The Wiz,5.9,58,5615,1978,Oct,Tuesday
1978,45575,24000000,3,12372410,Ready to Rumble,4.7,49,5115,2000,Apr,Friday
1989,45586,23000000,23,185991646,The Waterboy,5.9,512,4917,1998,Nov,Friday
1991,45588,19000000,33,141407024,Bad Boys,6.5,1699,4788,1995,Apr,Friday
1992,45589,23000000,27,86930411,The Naked Gun 2½: The Smell of Fear,6.6,546,5253,1991,Jun,Friday
1994,45591,12500000,20,75993061,The Ides of March,6.5,910,5059,2011,Sep,Saturday
2000,45597,23000000,8,18653615,Anywhere But Here,5.9,66,5162,1999,Nov,Friday
2002,45599,23000000,26,33372606,Haywire,5.6,505,4909,2011,Nov,Sunday
2006,45603,23000000,6,10827816,The End of the Affair,6.6,55,5193,1999,Dec,Friday
2011,45608,23000000,5,9366227,Cheri,5.9,56,5249,2009,Feb,Tuesday
2012,45609,23000000,6,16123851,Vanity Fair,5.5,73,5628,2004,Sep,Wednesday
2018,45615,23000000,57,369884651,There's Something About Mary,6.5,1590,5067,1998,Jul,Wednesday
2021,45618,22000000,20,147880543,The Game Plan,6.0,428,5203,2007,Sep,Friday
2022,45619,24000000,17,182016617,The Bridges of Madison County,7.3,385,5087,1995,May,Sunday
2025,45622,22000000,27,88880821,The Hundred-Foot Journey,7.3,508,5405,2014,Aug,Wednesday
2031,45628,22000000,17,35424826,The Informant!,6.0,301,4909,2009,Sep,Friday
2036,45633,22000000,12,19351569,Saving Silverman,5.4,154,4964,2001,Feb,Friday
2038,45635,0,3,0,Summer of Sam,6.3,112,5195,1999,Jul,Friday
2039,45636,22000000,21,33788161,Jay and Silent Bob Strike Back,6.4,480,5369,2001,Aug,Wednesday
2041,45638,22000000,39,63647656,"Hail, Caesar!",5.7,1309,5135,2016,Feb,Friday
2043,45640,22000000,35,43058898,Homefront,6.4,875,5207,2013,Nov,Wednesday
2045,45642,22000000,14,0,I Heart Huckabees,6.2,239,5123,2004,Sep,Friday
2052,45649,21000000,13,26193068,Black Book,7.2,277,4889,2006,Sep,Friday
2062,45659,0,2,0,My Fellow Americans,6.3,46,4989,1996,Dec,Friday
2065,45662,17000000,15,73244881,To Rome with Love,5.6,546,5457,2012,Apr,Friday
2066,45663,18000000,8,70687344,Firefox,5.5,139,5087,1982,Jun,Sunday
2068,45665,9000000,20,46,Death at a Funeral,6.9,497,4947,2007,Feb,Friday
2070,45667,32000000,5,40222729,Hardball,6.3,123,5115,2001,Sep,Friday
2071,45668,21000000,63,205738714,Silver Linings Playbook,6.9,4742,5123,2012,Sep,Saturday
2072,45669,21000000,17,41170784,Freedom Writers,7.5,356,5235,2007,Jan,Friday
2073,45670,0,1,37000000,For Colored Girls,7.0,22,5554,2010,Nov,Friday
2074,45671,21000000,34,43928932,The Transporter,6.6,1692,4873,2002,Oct,Wednesday
2077,45674,17000000,10,14899417,Away We Go,6.7,189,4764,2009,Jun,Friday
2084,45681,15000000,21,2856712,eXistenZ,6.7,475,5229,1999,Apr,Wednesday
2085,45682,18000000,68,389925971,Raiders of the Lost Ark,7.7,3854,4799,1981,Jun,Friday
2086,45683,18000000,81,358991681,Home Alone 2: Lost in New York,6.3,2395,4885,1992,Nov,Thursday
2087,45684,20000000,52,303788635,Close Encounters of the Third Kind,7.2,1098,4799,1977,Nov,Wednesday
2089,45686,20000000,25,299965036,Beverly Hills Cop II,6.1,613,4923,1987,May,Monday
2090,45687,20000000,8,132675402,Bringing Down the House,5.4,183,4998,2003,Mar,Friday
2091,45688,19000000,18,272742922,The Silence of the Lambs,8.1,4443,5009,1991,Feb,Friday
2095,45692,20000000,12,149281606,Beverly Hills Chihuahua,4.9,209,4913,2008,Oct,Friday
2096,45693,13000000,49,318000141,The Conjuring,7.4,3092,4794,2013,Jul,Thursday
2097,45694,32000000,13,97918663,Are We There Yet?,5.2,221,5116,2005,Jan,Thursday
2099,45696,35000000,43,131282949,School of Rock,6.7,1414,5535,2003,Oct,Friday
2100,45697,18000000,16,122195920,Mortal Kombat,5.4,442,4974,1995,Aug,Friday
2102,45699,20000000,40,177243185,The Descendants,6.7,934,5451,2011,Sep,Friday
2107,45704,20000000,2,60072596,Why Did I Get Married Too?,6.1,29,5554,2010,Apr,Friday
2108,45705,20000000,47,53000000,Edward Scissorhands,7.5,3601,4785,1990,Dec,Wednesday
2110,45707,0,7,0,Madea's Witness Protection,5.9,52,5554,2012,Jun,Friday
2113,45710,20000000,10,48548426,Date Movie,3.6,222,5465,2006,Feb,Friday
2120,45717,20000000,29,41596251,Orphan,6.7,1261,5202,2009,Jul,Friday
2122,45719,20000000,6,86865564,Epic Movie,3.2,326,5465,2007,Jan,Thursday
2128,45725,20000000,11,41237648,Man of the Year,5.8,129,5037,2006,Oct,Monday
2132,45729,20000000,17,80547866,Vampires Suck,4.2,315,5465,2010,Aug,Wednesday
2133,45730,25000000,25,135330182,Babel,6.9,1055,4874,2006,Sep,Friday
2134,45731,19800000,20,41296320,This Is Where I Leave You,6.5,505,4842,2014,Sep,Wednesday
2139,45736,20000000,36,78378744,Scary Movie 5,4.6,793,5338,2013,Apr,Thursday
2141,45738,20000000,30,54586584,Milk,7.1,612,5283,2008,Nov,Wednesday
2142,45739,20000000,16,46069568,Risen,5.7,295,4814,2016,Feb,Friday
2147,45744,20000000,14,45636368,The Debt,6.3,257,5157,2010,Apr,Sunday
2148,45745,30000000,23,47126295,High Fidelity,7.0,628,5249,2000,Mar,Friday
2151,45748,20000000,30,64822796,The Bank Job,6.6,697,4904,2008,Feb,Thursday
2153,45750,20000000,19,32005248,You Again,6.0,368,5203,2010,Sep,Friday
2154,45751,20000000,18,65569869,Street Kings,6.3,363,4811,2008,Apr,Thursday
2163,45760,20000000,15,37597471,The Covenant,5.2,288,4958,2006,Sep,Friday
2165,45762,40000000,4,28972508,Shorts,5.1,44,5097,2009,Aug,Friday
2166,45763,20000000,12,21284514,To Die For,6.7,175,5283,1995,May,Saturday
2169,45766,20000000,17,0,Vampires,5.8,255,5227,1998,Apr,Wednesday
2173,45770,20000000,7,0,Georgia Rule,5.6,130,5053,2007,May,Friday
2175,45772,20000000,14,18432000,Ladyhawke,6.8,260,4866,1985,Mar,Wednesday
2179,45776,20000000,8,17807569,School for Scoundrels,5.6,111,4993,2006,Sep,Friday
2181,45778,19000000,64,25836616,From Dusk Till Dawn,6.9,1603,5097,1996,Jan,Friday
2186,45783,20000000,10,73276047,The Kite Runner,7.3,394,4773,2007,Oct,Sunday
2187,45784,20000000,32,60427839,21 Grams,7.2,918,4874,2003,Sep,Saturday
2191,45788,20000000,10,17436509,Capitalism: A Love Story,7.0,167,5697,2009,Sep,Sunday
2194,45791,25000000,16,14109284,Disaster Movie,3.0,240,5465,2008,Aug,Friday
2199,45796,40000000,9,0,Envy,4.8,139,5037,2004,Apr,Friday
2201,45798,0,7,0,Bullets Over Broadway,7.0,130,5457,1994,Oct,Friday
2203,45800,30000000,5,27674124,The Quiet American,6.4,81,4880,2002,Nov,Friday
2204,45801,20000000,14,12482775,The Weather Man,6.0,289,4763,2005,Oct,Thursday
2206,45803,0,17,0,Ghost Town,6.4,286,5147,2008,Sep,Friday
2207,45804,20000000,15,17280326,12 Rounds,5.7,220,4958,2009,Mar,Thursday
2211,45808,0,2,0,Mrs Henderson Presents,6.4,62,5249,2005,Sep,Friday
2213,45810,20000000,11,10686841,Deconstructing Harry,7.3,187,5457,1997,Aug,Tuesday
2216,45813,20000000,9,0,We're No Angels,5.6,105,5193,1989,Dec,Friday
2217,45814,20000000,12,0,Everyone Says I Love You,6.5,147,5457,1996,Dec,Friday
2218,45815,20000000,12,16974459,Death Sentence,6.5,297,4794,2007,Aug,Friday
2219,45816,21000000,15,0,Everybody's Fine,6.5,284,5367,2009,Dec,Friday
2221,45818,0,6,12382362,The Man,5.4,133,5002,2005,Sep,Thursday
2222,45819,20000000,9,10337477,Code Name: The Cleaner,4.7,78,5002,2007,Jan,Friday
2225,45822,20000000,45,11110975,Inherent Vice,6.5,833,5363,2014,Dec,Thursday
2228,45825,20000000,2,7000000,An American Carol,4.1,20,5253,2008,Oct,Friday
2229,45826,12000000,29,15008161,Machete Kills,5.3,631,5097,2013,Sep,Thursday
2232,45829,0,8,0,Topsy-Turvy,6.7,41,5709,1999,Sep,Friday
2234,45831,15000000,27,27462041,A Dangerous Method,6.2,571,5229,2011,Sep,Friday
2235,45832,8700000,26,7659918,A Scanner Darkly,6.8,532,5535,2006,May,Thursday
2236,45833,0,13,0,Chasing Mavericks,7.0,216,5182,2012,Oct,Thursday
2237,45834,20000000,9,10442808,Alone in the Dark,3.1,173,5148,2005,Jan,Friday
2261,45858,20000000,3,305070,Rapa Nui,6.2,33,4814,1994,Sep,Friday
2282,45879,14000000,45,173046663,Scream,7.0,1476,5307,1996,Dec,Friday
2285,45882,19000000,76,381109762,Back to the Future,8.0,6079,4804,1985,Jul,Wednesday
2287,45884,0,2,0,I Can Do Bad All By Myself,6.0,40,5554,2009,Sep,Friday
2290,45887,18000000,18,101564935,Just Married,5.3,404,4842,2003,Jan,Thursday
2291,45888,19100000,10,5728213,The Devil's Double,6.5,208,4859,2011,Feb,Friday
2296,45893,25000000,7,8613462,The Bounty,6.5,108,4904,1984,May,Friday
2308,45905,15000000,15,46770602,Land of the Dead,6.0,381,4991,2005,Jun,Friday
2310,45907,18500000,44,10680275,Fear and Loathing in Las Vegas,7.2,1301,5014,1998,May,Friday
2312,45909,18000000,36,268157400,Neighbors,6.2,2713,5310,2014,May,Thursday
2313,45910,23000000,85,351583407,The Mask,6.6,2472,4926,1994,Jul,Friday
2315,45912,18000000,29,261572744,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,6.5,1579,5088,2006,Nov,Wednesday
2316,45913,18000000,25,141774679,Legally Blonde,6.1,882,5035,2001,Jul,Friday
2324,45921,16500000,36,67683989,Austin Powers: International Man of Mystery,6.5,1013,4948,1997,May,Friday
2325,45922,18000000,16,88923251,My Big Fat Greek Wedding 2,5.5,322,5367,2016,Mar,Wednesday
2327,45924,18000000,50,98235548,Predator,7.3,2093,4890,1987,Jun,Thursday
2330,45927,17000000,36,129042871,Mean Girls,6.9,2320,4955,2004,Apr,Friday
2333,45930,18000000,12,41382841,Peggy Sue Got Married,5.9,136,5179,1986,Oct,Sunday
2334,45931,18000000,89,103215094,Birdman,7.4,4535,4874,2014,Aug,Wednesday
2335,45932,18000000,34,99206215,Blue Jasmine,7.0,1098,5457,2013,Jul,Thursday
2336,45933,15000000,17,76286096,United 93,6.9,367,4876,2006,Apr,Friday
2339,45936,1000000,14,21378361,The Fog,6.4,311,5227,1980,Feb,Friday
2344,45941,18000000,35,23000000,Raging Bull,7.7,938,4809,1980,Nov,Friday
2346,45943,18000000,8,0,Young Sherlock Holmes,6.7,167,5037,1985,Dec,Wednesday
2348,45945,18000000,52,35692920,127 Hours,7.0,2606,5222,2010,Nov,Friday
2349,45946,0,11,0,Small Time Crooks,6.4,155,5457,2000,May,Friday
2354,45951,30000000,53,34441873,Steve Jobs,6.8,1573,5222,2015,Oct,Friday
2355,45952,18000000,14,0,"I Love You, Beth Cooper",5.1,197,4885,2009,Jul,Friday
2356,45953,18000000,13,0,Youth in Revolt,5.9,319,5519,2009,Sep,Friday
2359,45956,18000000,13,12000000,Blow Out,7.3,236,4967,1981,Jul,Friday
2361,45958,18000000,14,8038061,The Ice Storm,6.9,176,4867,1997,Sep,Saturday
2362,45959,18000000,9,25312387,And So It Goes,5.7,164,5101,2014,Jul,Sunday
2368,45965,18000000,24,5887457,Ed Wood,7.3,630,4785,1994,Sep,Tuesday
2369,45966,18000000,17,20275812,Labor Day,6.7,299,5450,2013,Dec,Friday
2371,45968,18000000,31,25739015,RockNRolla,6.9,836,4888,2008,Sep,Thursday
2373,45970,0,9,0,Hamlet,7.3,117,4847,1996,Dec,Wednesday
2376,45973,0,8,0,Anything Else,6.2,149,5457,2003,Aug,Wednesday
2387,45984,3500000,18,34000000,Day of the Dead,6.9,270,4991,1985,Jul,Friday
2388,45985,18000000,10,0,I Am Wrath,4.5,179,4926,2016,Apr,Thursday
2393,45990,0,3,90508336,Madea Goes to Jail,6.4,52,5554,2009,Feb,Monday
2395,45992,23000000,28,150816700,Step Up 2: The Streets,6.5,640,4868,2008,Feb,Thursday
2403,46000,18500000,67,183316455,Aliens,7.7,3220,4762,1986,Jul,Friday
2407,46004,16000000,23,109502303,Sideways,6.9,478,5451,2004,Oct,Friday
2409,46006,300000,30,70000000,Halloween,7.4,1035,5227,1978,Oct,Wednesday
2411,46008,17000000,7,71625195,The Best Man Holiday,6.7,110,5338,2013,Nov,Friday
2424,46021,0,10,0,A Simple Plan,6.9,187,4767,1998,Dec,Friday
2428,46025,17000000,18,29536299,Brooklyn's Finest,6.2,293,5034,2009,Jan,Friday
2431,46028,17000000,5,20455276,My Life in Ruins,5.6,101,5132,2009,Feb,Friday
2432,46029,17000000,7,7314027,American Dreamz,4.9,95,4924,2006,Mar,Saturday
2440,46037,17000000,9,1569918,Veronica Guerin,6.8,59,4892,2003,Jul,Friday
2448,46045,15000000,24,43848069,Wall Street,7.0,546,4839,1987,Dec,Thursday
2449,46046,16500000,20,135000000,Sense and Sensibility,7.2,352,4867,1995,Dec,Wednesday
2454,46051,16000000,35,247275374,Dumb and Dumber,6.5,1859,5067,1994,Dec,Friday
2455,46052,16000000,18,92823546,When Harry Met Sally...,7.3,950,5101,1989,Jul,Friday
2456,46053,16000000,7,53977250,The Verdict,7.4,131,5615,1982,Dec,Wednesday
2457,46054,16000000,14,119754278,Road Trip,5.9,542,4993,2000,May,Friday
2458,46055,0,9,0,Varsity Blues,6.0,122,5115,1999,Jan,Friday
2461,46058,16000000,41,68263166,Moonrise Kingdom,7.6,1662,5228,2012,May,Wednesday
2462,46059,16000000,21,0,The Texas Chainsaw Massacre: The Beginning,5.9,402,4849,2006,Oct,Friday
2465,46062,19000000,90,83258226,Pan's Labyrinth,7.6,3041,4798,2006,May,Saturday
2466,46063,0,6,0,See Spot Run,4.8,44,5191,2001,Mar,Friday
2467,46064,16000000,7,29381649,Baby Boy,7.4,55,5024,2001,Jun,Wednesday
2473,46070,15000000,32,96408652,Vicky Cristina Barcelona,6.7,1020,5457,2008,Aug,Friday
2479,46076,16000000,7,0,Radio Days,7.0,127,5457,1987,Jan,Friday
2483,46080,26000000,44,206678440,Philadelphia,7.6,988,5009,1993,Dec,Wednesday
2488,46085,16000000,8,0,Hollywood Ending,6.4,113,5457,2002,May,Friday
2494,46091,0,4,0,The White Countess,6.9,21,5826,2005,Oct,Sunday
2495,46092,20000000,38,24261569,Trance,6.5,956,5222,2013,Mar,Wednesday
2501,46098,16000000,43,47801389,Hachi: A Dog's Tale,7.7,1717,5405,2009,Jun,Saturday
2505,46102,0,1,0,Ararat,5.7,16,5599,2002,May,Monday
2511,46108,18000000,2,476684675,Home Alone,7.1,2414,4885,1990,Nov,Friday
2513,46110,21000000,20,177200000,Tootsie,6.9,421,4965,1982,Dec,Thursday
2514,46111,15000000,58,356830601,Top Gun,6.7,1698,4923,1986,May,Friday
2515,46112,17000000,45,213525736,"Crouching Tiger, Hidden Dragon",7.2,927,4867,2000,Oct,Sunday
2516,46113,15000000,80,356296601,American Beauty,7.9,3313,4764,1999,Sep,Wednesday
2518,46115,15000000,17,216614388,Twins,5.7,559,5005,1988,Dec,Friday
2520,46117,15000000,17,146292009,The Color Purple,7.7,338,4799,1985,Dec,Wednesday
2524,46121,15000000,3,67182787,Coal Miner's Daughter,7.2,67,4838,1980,Mar,Friday
2527,46124,15000000,22,61399552,National Lampoon's Vacation,7.1,410,5130,1983,Jul,Thursday
2529,46126,15000000,19,123384128,The Queen,6.8,338,5249,2006,Sep,Friday
2530,46127,15000000,58,73326666,Beetlejuice,7.1,1444,4785,1988,Feb,Monday
2531,46128,15000000,2,55184721,Why Did I Get Married?,6.1,33,5554,2007,Oct,Friday
2534,46131,15000000,4,66966987,When a Stranger Calls,5.4,268,4930,2006,Feb,Friday
2535,46132,15000000,9,52970014,Big Fat Liar,5.6,197,4842,2002,Feb,Friday
2537,46134,15000000,13,64256513,Wag the Dog,6.7,270,5037,1997,Dec,Thursday
2541,46138,15000000,21,40283321,The Faculty,6.2,492,5097,1998,Dec,Friday
2543,46140,15000000,19,44862187,Cop Land,6.6,382,4900,1997,Aug,Friday
2545,46142,7000000,49,48126384,End of Watch,7.2,1170,4811,2012,Sep,Thursday
2546,46143,15000000,11,35007180,The Skulls,5.8,156,4810,2000,Mar,Friday
2548,46145,0,7,0,Malibu's Most Wanted,4.7,77,5191,2003,Apr,Thursday
2556,46153,16000000,44,30857814,The Princess Bride,7.6,1486,5101,1987,Sep,Friday
2563,46160,14000000,3,32645546,Because of Winn-Dixie,6.1,61,5162,2005,Feb,Friday
2569,46166,15000000,30,85306374,Match Point,7.3,1105,5457,2005,Oct,Wednesday
2571,46168,11500000,15,23237911,The Remains of the Day,7.5,202,5826,1993,Nov,Friday
2572,46169,15000000,19,43101594,Boogie Nights,7.5,796,5363,1997,Sep,Thursday
2583,46180,15000000,45,32556119,The November Man,6.0,639,4904,2014,Aug,Wednesday
2600,46197,15000000,6,0,New York Stories,6.2,64,5179,1989,Mar,Friday
2605,46202,15000000,41,0,Brazil,7.5,861,5014,1985,Feb,Wednesday
2607,46204,15000000,49,46189568,The Big Lebowski,7.8,2926,5135,1998,Mar,Friday
2610,46207,16000000,9,18928871,A Mighty Heart,6.7,95,5549,2007,Jan,Monday
2620,46217,15000000,13,8138788,Promised Land,6.0,243,5283,2012,Sep,Sunday
2621,46218,15000000,21,35097815,Whatever Works,6.8,350,5457,2009,Jun,Friday
2627,46224,15000000,31,20117339,Mulholland Drive,7.6,1477,5265,2001,May,Wednesday
2629,46226,22000000,12,0,You Will Meet a Tall Dark Stranger,5.8,251,5457,2010,May,Sunday
2632,46229,15000000,11,5926410,Transsiberian,6.5,195,5894,2008,Jan,Friday
2637,46234,0,0,0,Felicia's Journey,6.6,23,5599,1999,Nov,Wednesday
2640,46237,8000000,6,529766,Things to Do in Denver When You're Dead,6.7,85,5207,1995,Dec,Friday
2659,46256,14600000,52,70906973,Groundhog Day,7.4,2301,5130,1993,Feb,Thursday
2664,46261,14000000,37,159157447,Unforgiven,7.7,1113,5087,1992,Aug,Friday
2666,46263,15000000,59,377910544,Slumdog Millionaire,7.6,2827,5222,2008,May,Monday
2668,46265,14000000,45,463000000,Pretty Woman,7.0,1746,5053,1990,Mar,Friday
2671,46268,14000000,25,161001698,Born on the Fourth of July,6.7,395,4839,1989,Dec,Wednesday
2672,46269,14000000,22,154864401,Cool Runnings,6.8,491,4832,1993,Sep,Thursday
2677,46274,0,4,0,Good Deeds,6.2,45,5554,2012,Feb,Thursday
2682,46279,14000000,3,27515786,Poetic Justice,6.9,47,5024,1993,Jul,Friday
2684,46281,14000000,6,19800000,Vampire in Brooklyn,4.5,111,5307,1995,Oct,Friday
2687,46284,14000000,14,0,My Boss's Daughter,4.4,180,5253,2003,Aug,Thursday
2693,46290,0,3,0,"New York, New York",6.1,67,4809,1977,Jun,Tuesday
2694,46291,0,1,0,Crooklyn,6.7,31,5195,1994,May,Friday
2698,46295,14000000,4,10424470,Head Over Heels,5.3,73,4955,2001,Feb,Friday
2704,46301,0,4,4291965,Catch a Fire,6.4,25,4880,2006,Oct,Friday
2706,46303,14000000,0,2474000,Jefferson in Paris,5.2,10,5826,1995,Mar,Friday
2709,46306,0,9,5405500,Mr. Turner,6.3,204,5709,2014,Oct,Friday
2712,46309,12000000,4,0,Reign of Assassins,6.7,57,4893,2010,Sep,Wednesday
2716,46313,14000000,24,1755212,Flipped,7.4,418,5101,2010,Aug,Friday
2717,46314,14000000,44,178043761,Brokeback Mountain,7.5,1480,4867,2005,Sep,Friday
2727,46324,13000000,18,123922370,"Good Morning, Vietnam",7.1,642,5037,1987,Dec,Wednesday
2729,46326,13000000,6,98441954,Justin Bieber: Never Say Never,4.8,154,4868,2011,Feb,Friday
2730,46327,13000000,91,327803731,Black Swan,7.3,4430,4881,2010,Dec,Thursday
2733,46330,7000000,17,72500000,A Nightmare on Elm Street 4: The Dream Master,5.8,281,4958,1988,Aug,Friday
2742,46339,17000000,60,119100758,The Shallows,6.2,1567,5202,2016,Jun,Friday
2757,46354,19000000,24,68673228,Letters from Iwo Jima,7.2,541,5087,2006,Dec,Tuesday
2758,46355,13000000,6,11130889,The Astronaut Farmer,6.2,123,5951,2006,Oct,Sunday
2770,46367,0,4,0,Resurrecting the Champ,5.9,60,5140,2007,Jun,Thursday
2771,46368,13000000,17,18000000,Admission,5.4,304,4924,2013,Mar,Thursday
2773,46370,15000000,26,8459458,Chloe,5.9,498,5599,2009,Mar,Wednesday
2775,46372,13000000,12,2636637,Find Me Guilty,6.5,138,5615,2006,Mar,Thursday
2779,46376,0,2,0,The Claim,5.6,17,5549,2000,Dec,Friday
2783,46380,13000000,34,68572378,The Call,6.6,1257,5894,2013,Mar,Thursday
2790,46387,12500000,35,12281551,True Romance,7.5,749,4923,1993,Sep,Thursday
2793,46390,13000000,11,0,The Killer Inside Me,6.0,173,5549,2010,Feb,Friday
2794,46391,0,5,0,Cat People,6.0,94,5970,1982,Apr,Friday
2803,46400,20000000,26,31327899,Machete,6.3,1150,5097,2010,Sep,Wednesday
2810,46407,11000000,60,235483004,American Pie,6.4,2296,4780,1999,Jul,Friday
2813,46410,12000000,6,96070507,Think Like a Man,6.9,281,4894,2012,Apr,Monday
2814,46411,12000000,10,75781642,Barbershop,6.2,137,4894,2002,Apr,Monday
2816,46413,15000000,41,107217396,Ace Ventura: Pet Detective,6.4,1648,4812,1994,Feb,Friday
2820,46417,12000000,45,114194847,Step Up,6.7,1060,5303,2006,Aug,Friday
2822,46419,12000000,40,39673162,Jackie Brown,7.3,1514,4927,1997,Dec,Wednesday
2826,46423,5000000,14,42365581,Time Bandits,6.6,249,5014,1981,Jul,Monday
2842,46439,12000000,6,21133087,Stir of Echoes,6.5,330,5147,1999,Sep,Friday
2843,46440,12000000,29,100129872,Philomena,7.4,579,5249,2013,Nov,Friday
2849,46446,12000000,29,17654912,Nebraska,7.4,636,5451,2013,Sep,Saturday
2851,46448,12000000,1,17292381,Max Keeble's Big Move,5.4,33,5105,2001,Oct,Friday
2852,46449,12000000,16,22939027,Young Adult,5.6,364,5450,2011,Dec,Friday
2855,46452,12000000,0,12902790,Living Out Loud,5.3,11,5235,1998,Oct,Friday
2857,46454,0,14,0,Rachel Getting Married,6.1,163,5009,2008,Oct,Friday
2860,46457,14000000,26,85000000,Das Boot,7.9,613,4833,1981,Sep,Wednesday
2863,46460,0,21,92863945,House of Flying Daggers,7.1,439,4945,2004,May,Wednesday
2870,46467,0,7,0,Celebrity,6.0,111,5457,1998,Sep,Monday
2873,46470,12000000,2,4939939,Girl 6,5.7,16,5195,1996,Mar,Friday
2887,46484,12000000,5,1644755,Ondine,6.5,84,5193,2009,Sep,Monday
2890,46487,0,2,0,Critical Care,6.1,9,5615,1997,Oct,Friday
2892,46489,0,2,0,Darling Companion,5.3,22,5082,2012,Apr,Friday
2896,46493,0,1,0,"A Woman, a Gun and a Noodle Shop",4.8,13,4945,2009,Dec,Friday
2901,46498,20000000,5,17479,5 Days of War,5.8,62,4958,2011,Apr,Thursday
2905,46502,10000000,53,83557872,Snatch,7.7,2912,4888,2000,Sep,Friday
2911,46508,11000000,45,153083102,Gremlins,6.9,1596,5017,1984,Jun,Thursday
2915,46512,0,14,0,Trash,7.1,242,5323,2014,Oct,Thursday
2916,46513,0,21,0,High School Musical 3: Senior Year,6.2,821,5113,2008,Oct,Wednesday
2917,46514,25000000,31,93617009,The Fighter,7.2,1486,5123,2010,Dec,Friday
2924,46521,13000000,38,97837138,Phone Booth,6.7,1062,4892,2002,Sep,Monday
2925,46522,11000000,33,41227069,A Walk to Remember,7.5,1018,4998,2002,Jan,Friday
2932,46529,12000000,7,37170057,Raising Cain,5.9,65,4967,1992,Aug,Friday
2943,46540,0,6,0,Kinsey,6.6,131,4872,2004,Sep,Saturday
2944,46541,11000000,33,0,Army of Darkness,7.3,838,4767,1992,Oct,Friday
2946,46543,11000000,33,30000000,What's Eating Gilbert Grape,7.5,919,5405,1993,Dec,Friday
2948,46545,11000000,4,0,Vera Drake,6.8,80,5709,2004,Oct,Friday
2950,46547,11000000,1,2832826,The Perez Family,6.6,9,5628,1995,May,Friday
2951,46548,11000000,36,32935319,Inside Llewyn Davis,7.2,834,5135,2013,Oct,Sunday
2967,46564,10500000,56,792910554,E.T. the Extra-Terrestrial,7.3,3269,4799,1982,Apr,Saturday
2975,46572,10000000,43,225933435,Good Will Hunting,7.9,2811,5283,1997,Dec,Friday
2977,46574,10000000,33,163876815,Saw III,6.1,1071,6056,2006,Oct,Friday
2978,46575,10000000,10,85300000,Stripes,6.5,249,5005,1981,Jun,Thursday
